Start Date,End Date,Headline,Text,Media,Media Credit,Media Caption,Media Thumbnail,Type,Tag
01/20/2014 0:00:00,,Breaking: Emergency at GAStech Headquarters Building [Updates],,"Update, 1:25 PM:  In attempt to find out what is going on, we have called the office of Orhan Strum, the GSAtech Chief Operating Officer.  His administrator answered the phone and informed us that Mr. Strum is unavailable.  We will continue calling GAStech until we reach someone who can inform us on the situation.",,Kronos Star,,,
08/21/1998 0:00:00,,OF TEN YEARS - OLD DICES OF THE GIRL OF ELODIS OF THE ENVENENAMIENTO,,"ELODIS, Kronos - of ten years - old Julian Vann died yesterday in the evening, surrounded by their family and friends.  The cause of the death was leukemia due to the envenenamiento of the benzene.

Julian he had been ill by on a year.  Her family did not make initially that the envenenamiento of the benzene was the cause of the problems of Julian.  After visits to many hospitals, a doctor was associated to the international health of the organization of the recommended aid for all the Julian one is tests for the envenenamiento of the benzene.  In that point, nevertheless, the system of the small girl was also damaged to recover.",,Daily Pegasus,,,
06/22/2012 0:00:00,,"Kapelou calls POK ""a troop of the criminals""",,"ABILA, Kronos - in a press release today today, President Kapelou called the POK ""a troop of the criminals, gangsters, and the dissatisfied ones who became a plague with our peaceful way of life.""  The comments of the President Kapelou' S come after a demonstration from POK transformed into riot on a large scale in all the sector from government from the capital Tuesday.  President Kapelou claimed the largest patrols of police force of the area of Elodis and stated that all the demonstrations of the future POK ""will be met the maximum force of police force.""",,Worldwise,,,
01/21/2014 0:00:00,,VOICES - a blog approximately that what is important to people,,"1153 - TO BREAK OFF the NEWS from Petrus Gerhard, lighting system of the native land:

The readers, this is writing correspondent of Petrus Gerhard from one disowned position.  They are put to me in contact with in the short term one ago from the members of the protections of the social movement of action of Kronos in order to transport a message a lot important to people of Kronos.  The POK is forced in order to go to the great lengths in order to communicate with you without obstacle from the government.  A representative she is put if it in contact with and has asked to me to transport their message to you.  In order protect to my they have selected it emergency in on from a public position, blindfolded me they have guided and it to a position that I do not recognize.  The readers, the starter shaft who following you read will be one of the more important you never have read, or effectively, he will never read. 21 gen. 2014",,Centrum Sentinel,,,
08/31/2001 0:00:00,,The activists interrupt movement near the areas of bending Tiskele,,"ABILA, Kronos - five young people were arrested yesterday for protesting near the entrance to the areas of bending Tiskele since they requested government action their aim environment questions concerning the verrichtingen of GAStech at the place.  Protestors, members of the activist group guards Kronos, kept signs reading: Drilling poisoned our water and reminds Juliana, to 10 one people whose birthday it is Juliana referring Vann, who a pictogram for the guards of Kronos has become since its in 1998.  Protestors were arrested after one young people are sign at a government vehicle which threw, which its window bursts and the occupants startle.  Spokesman Adrien Carman of the police force aforesaid of arrests, we decided the protest by the members POK to close who have increased to further violence.  They were animated there rather.

These guards of Kronos are really a edge minority of people against the avulsion of fossil fuels in our country, aforesaid the my Gurganus of the government.  People of Kronos are overwhelming for development of our natural wealth are and all have profited of the resulting economic growth.  These activists clearly do not understand the whole picture.",,The Truth,,,
03/14/1993 0:00:00,,The strikes of the government treat international GAStech,,"ABILA, Kronos - president Araullo kondigde today signing an agreement between its government and on tethys-Gebaseerde GAStech internationally for development of the gasvelden of the bending to Tiskele.  GAStech, under the control of unrealistically Jr. of Sten Sanjorge, were granted exclusive rights on drill on the state areas after approving with the request of the government which 50% or more of the number of workers is citizens Kronosian.  President Araullo greeted the orientation point agreement such as beginning of new era for our large country, era of chance and fortuin for all.  Our sources at the ministry of inland country tell us that the 50% taxes which are levied at new oil and gasexploratie more than $1 billion in tax income per year could produce.  This the government will permit unprecedented investments in infrastructure, health care, and make education.",,The Truth,,,
10/03/1982 0:00:00,,The central role of the center in industry of the gas Tethan,,"The world of gas has been thrown far, with difficulty and far. Suffered in Tethys a couple year, reiste I moeizaad to the distant gasvelden of Tethys to examine causing area a controversial new energy.

An one of the places which I was room office of the Sanjorge company of the gas has visited, volgestopt=wordt= which reinforced the werklaarzen and overall and the chemical products and the supply with you must put gasverrichting in functioning. Since I remind it, a former truck driver was responsible.",,The Continent,,,
03/08/2012 0:00:00,,Minister of Health Receives Threats from POK,,"ABILA, Kronos - Police sources have stated that Vincent Kapelou, Minister of Health, has received several threatening letters purporting to come from the POK.",,News Online Today,,,
03/13/2009 0:00:00,,POK LEADER ARRESTED,,"ABILA, Kronos - Elian Karel, the charismatic leader of the Protectors of Kronos, was arrested today on charges of tax evasion. Michale Kraft, Karel's lawyer, released a statement asserting that the charges leveled against his client were ""false"" and that he hoped his client ""would be released [from police custody] by week's end.""

Police spokesman Adrien Carman responded the statement by Kraft, stating, ""I think Mr. Kraft has underestimated the seriousness of his client's situation.",,Central Bulletin,,,
06/22/2011 0:00:00,,A CAN ON LIVING CUT TRAGICAL SHORT: ELIAN KAREL,,"ABILA, Kronos - two years suffered yesterday Elian Karel on age 28 died in Abila prison cell, apparently of hartstilstand.  He arrested three months in former days for unauthentic charges of belastingontwijking had been and in a prison cell without further judicial steps had left dawdling.  Its solicitor, Michale Kraft made different verschijningen who requires for the Court that the government outlines Karel their specific charges, and version.  Kraft an agreement with the government had reached which charges are diminished and Karel awaiting a test is delivered, but Karel died two days before he rather had go.

The questions dawdle, however, concerning the manner of the death of Karel.  The requests information was satisfied to insurance that the police force - of which preservation Karel was at the time of its dead - everything possibly would do a thorough research carry out.",,The Wrap,,,
01/20/2014 0:00:00,,ON SCENE BLOG,,"1532 MODERNIZATION - an employee of Kronos - of GAStech that leaves the construction of the centers who refused in order to supply a name has said that a brace of disowned people was in the posterior part of the conference room in which the reunion of GAStech this morning has happened. Disowned ""dark"" people that lurking around to the reunion room ""she was not employ you of GAStech"" and ""it has been dressed in the black one and has been seemed to be to levarsi in feet, watching in the previous ones.""",,Modern Rubicon,,,
02/22/2012 0:00:00,,"The industry of the oil and the gas of Kronos has noticed that it faces his ""greater challenge of 20 years"" of due to the low levels of the exploration.",,"The civil employees of the energy of the government said that only 15 wells were perforated the last year.

That was in spite of strong levels of the investment, reaching a year last of registry and maintained east year.",,Everyday News,,,
12/17/2013 0:00:00,,BRAZEN DAY TIME ASSAULT BY POK,,"ABILA, Kronos - The brazen day time assault on two peace officers by the POK is just another violent, terroristic act in a long string of such acts.

Police spokesman Adrien Carman said of the attack, ""Assaulting a police officer and destroying government property are serious crimes.",,Central Bulletin,,,
06/21/2009 0:00:00,,THE SPONTANEOUS PROTESTS BURST ROUND ABILA SEPARATELY,,"ABILA, Kronos - the protests burst around the Kronos government bldg. separately, the city in, and elsewhere round Abila which babbles eventually in and violence increase.

The activists protest death yesterday of Elian Karel, a guard of the activist Kronos (of POK) that in prison after is arrested for belastingontwijking died. However, the protests with broken windows and vandalized shops have violently twisted.",,News Desk,,,
09/25/1994 0:00:00,,The EXPANSION OF GASTECH REACHES the SHORES OF KRONOS,,"ABILA, Kronos - today of inauguration to the site of curve of Tiskele another flag planted in the foreign ground by GAStech International marks. The international expansion of Jr. of Sten Sanjorge was the seal of its short tenure to the bar according to the death of his/her father in February of this year.

""Is today the splendid day for the people of Kronos. Work, and the cheaper and cleaner fuel provided by GAStech than you can start to live the lives you deserve.""",,The Light of Truth,,,
01/20/2014 0:00:00,,ON THE SCENE BLOG,,"1506 UPDATE - Police have begun to leave GAStech headquarters. The officers have declined to answer all of the reporters' questions leaving the scene. A few police vehicles have remained behind. Presumably the remaining officers are interviewing the GAStech employees who still remain inside the company's building.

The police cordon still remains around the GAStech building.",,The Abila Post,,,
01/20/2014 0:00:00,,VOICES - a blog about what is important to the people,,"1840 - Homeland Illumination correspondent Petrus Gerhard reports that airport officials have released information that a private jet arrived at Abila airport earlier today, and that the jet was met by a waiting limousine. 20 Jan 2014",,Homeland Illumination,,,
01/20/2014 0:00:00,,ON THE SCENE BLOG,,1405 UPDATE - Apparent Kronos Government officials arrived at the GAStech headquarters. They arrived in an unmarked black car with tinted windows and were allowed through the police cordon.,,The Abila Post,,,
01/20/2014 0:00:00,,ON THE SCENE BLOG,,"1220 UPDATE - Abila Police arrived at GAStech headquarters, raising concerns and adding to the confusion over what has happened.",,The Abila Post,,,
02/19/2009 0:00:00,,GASTECH HEADQUARTERS BLOCKED BY POK,,"ABILA, Kronos - A POK rally designed to bring attention to claims of environmental damage have done more damage to their image. The rally outside of GAStech International's headquarters resulted in multiple arrests for trespassing.

About two hundred people gathered in front of the GAStech building chanting slogans and waving signs that held the visages of people who have allegedly died due to environmental contamination.  Ten of the protestors chained themselves to the doors of the building in an attempt to prevent GAStech employees from going to work.",,The Abila Post,,,
02/20/2009 0:00:00,,The protest of POK at GAStech sits of the ends in the arrests,,"ABILA, Kronos - dozen protesters being present guards of gathering of Kronos (POK) in front of the regional registered offices of GAStech in Abila was stopped for enfreindre this morning.  The gathering of POK was designed to call the attention to their complaints of the environmental damage caused by the development of the oil and gas layers around Kronos by foreign companies like GAStech.  Approximately two hundred people met in front of the signs of slogans and to undulate of song of building of GAStech which held the faces of the people who died allegedly because of the contamination of the environment.  Tens of the protestateurs were connected with the doors of the building in order to try to prevent employees of GAStech from going to work.

To maintain order Carman of Adrien of spokesman said, ""us have allowed group certain latitude with their gathering, but when GAStech complained that the protestateurs blocked the entry with their building, we had to act.  The last thing that we wanted to produce to us was so that an employee of GAStech obtains the evil by crowd right because it tried to go to work.""",,Worldwise,,,
09/02/2013 0:00:00,,SANJORGE JR. TAKING GASTECH INTERNATIONAL PUBLIC,,"CENTRUM, Tethys - After 52 years of being privately owned, Sten Sanjorge, Jr. is taking the natural gas exploration and production company GAStech International public.

With an eye toward becoming even more of a world player in the gas industry, Sanjorge, Jr. is going public to generate working capital for further international expansion and exploration.",,The World,,,
02/09/2013 0:00:00,,Hospital of Abila seeing the surge of the users of drug of originator,,"The department of help at the hospital general of Abila in Kronos was flooded in last month by people suffering from the medical complications of drugs of originator such as the ""cotton sugar refinery"" and the synthetic marijuana, a civil servant of hospital known as.

""We had at least two cases dozen in last month,"" said Alicia Bianca, director of nurse of the department. ""We are literally overpowered.""",,World Journal,,,
05/16/2009 0:00:00,,GASTECH APPROVE NEW EMBLEM,,"CENTER, Tethys - with large fanfare international President and CEO Sten Sanjorge van GAStech, revealed Jr. the new emblem of the company, a part of the rebranding process of the company.

During the press conference Sanjorge, spoke Jr. of the new emblem - tri-deel a blue flame - which is of a booklet reminding position GAStech and is help products as a clean fuel alternative. He also provided with references that tri-deelvlam represent the past, the present, and the future of the company in that by one eye on the past that to keep we have known of where we came - our records beginning; one eye on the future we will know where we - our coming success to go; and both feet which are planted in the present we in the ongoing changing, competitive industry. proactively is",,The Tulip,,,
01/20/2014 0:00:00,,ON SCENE BLOG,,MODERNIZATION 1405 - the government civil employees ally by marriage of Kronos have arrived to the centers of GAStech. Inks have arrived in unmarked the black automobile with the windows and have been are concurred with through the cord of the police.,,Modern Rubicon,,,
06/13/2010 0:00:00,,ANNIVERSARY OF PROTESTS,,"ABILA, Kronos - Last year spontaneous protests and riots broke out around Abila in response to the death of Elian Karel, a Protectors of Kronos (POK) activist. Officials fear a repeat of last year's violent activities around the city on the upcoming anniversary of Karel's death on June 19.

Government officials issued a brief statement assuring the people of Abila that their ""safety is of the utmost importance. Go about your business as usual. Groups like the Protectors of Kronos operate by fear, attempting to change lives and government through fear. Your government will not back down to fear-mongering.""",,The Abila Post,,,
01/20/2014 0:00:00,,To break off itself: The emergency to GAStech quarters the construction [modernizations],,"Modernization, 5:50 PM:  According to an employee of GAStech, the pictures of GAStech have left to the construction after their reunion this morning and head to the reception the construction of the capitol.  Once asked news on because we could not catch up them for telephone, the employee has answered that standard of emergency was corporative procedure so that the pictures was slid fast to one sure position in case of a threat like the kidnapping.",,Tethys News,,,
05/17/1998 0:00:00,,"ELODIS, KRONOS: WILL THE GOVERNMENT ANSWER ON TIME? Part three",,"This Article is the last advance of a three-part range the tackling growing problem of one fear of the community, government indictable offense, and the alarming influence of multinational companies on the country of Kronos.

Pondo Reese, editor of the weekly day book Elodis, are themselves at its window, from to the sun placing on the river Tiskele looking at.  I have to him me concerning the involvement of the government of Kronos in the diep alarming tell account of the fight of a community for protection against they asked which them would have help most: their preferred civil servants, against them would poison those their children and food of the country.",,The Wrap,,,
03/13/2009 0:00:00,,The Karel Chief of activist stopped for tax avoidance,,"ABILA, Kronos - the police force of Kronos stopped Elian Karel today on expenses of tax avoidance.  Karel, the chief of the group ""guards of activist of Kronos"", led a meeting with its defenders when it was stopped.  Karel tried to make the light of the situation, but its disciples were clearly worried by the serious one of the expenses levelled against him.  The lawyer of Karel, Michale Kraft, released a report/ratio declaring that the expenses against its customer were false and that it hoped to have released Karel of the guard of police force by the end of the week.  In response to the report/ratio of Kraft, Carman d' Adrien of spokesman of police force said, ""I think that Mr. Kraft underestimated serious situation of his customer.""  It is clear that Elian Karel, which professes to have the interests of the people of Kronos in the middle, must explain to us why it refuses to contribute to the wellbeing of its nation.",,Worldwise,,,
06/21/2012 0:00:00,,Ends of gathering of birthday of POK in the riot,,"ABILA, Kronos - the members of POK held a great demonstration in Abila yesterday.  Several dozen their defenders held central rest-Institute of the statistics in front of the building of capitol and the presidential manor, whereas others took with the streets with their signs and sing.  The protestateurs distribueré insects with the spectators who pled that our government is corrupted and ""the rich person become richer on the backs of the poor"".  The claimed police force the peaceful end at the central rest-Institute of the statistics, but was answered with a stopping of the rocks and bottles of crowd.  The violence climbed in a true riot and the police force were forced to use teargas, the pepper jet, the guns of water, and the bean bags drawn from the shotguns to order crowd.

Before finally dispersed crowd, several buildings of government was vandalized, two vehicles of police force were ignited, and the streets carried with the refuse and broken glass.  Several protestateurs and police force were wounded, including a heroic leader of police force which was stabbed by an insane protestator.  The leader, whose name was retained for reasons of safety, is in critical state at the hospital general of Abila.",,Worldwise,,,
01/20/2014 0:00:00,,VOICES - a blog approximately that what is important to people,,"1937 - The megaphone of the police of Kronos has freed a declaration ""is indication here that the lacking individuals have left the island of Kronos.""  Once asked if the suppliers were consider interest persons you, the megaphone has answered that the unit was examinee all the credible information and has not had comment currently. 20 gen. 2014",,Centrum Sentinel,,,
01/20/2014 0:00:00,,ENVELOPE OMHOOG OF EVENTS AT GASTECH,,"ABILA, Kronos - a long stretched day of contrary is reports and finish confused information. What we for certain know is that 14 employees GAStech not only missing are confirmed, but kidnapped such as those by a source of the government Kronos. On this moment it is unclear who is missing and if they citizens of Kronos van Tethys are, since a lot of employees GAStech Tethan are.

There is still speculation concerning which in removal was taken and if President GAStech and CEO Sten Sanjorge Jr. ones the aim was, seen international GAStech has to a declaration to the press still take off. The speculation concerning the aims of the ontvoerders has been attribute ongebreidelde to the recent news of the initial public GAStech which offers only one month suffered.",,News Desk,,,
02/21/2012 0:00:00,,Gas Industry Challenged,,"Kronos' oil and gas industry has warned it faces its ""biggest challenge in 20 years"" due to the low levels of exploration.

""Kronos' fields contain an abundance of oil and gas yet to be found and it is critical we find the means to turn the current state of exploration around"" -Energy Minister Jules Jecovic",,News Online Today,,,
06/30/2013 0:00:00,,GOVERNMENT DECLARES POK TO BE TERRORIST GROUP,,"In an announcement released earlier today by President Kapelou’s office, the Protectors of Kronos were declared to be a terrorist group.  The release stated that any further violence or criminal activity will be prosecuted under the homeland security laws as a threat to the citizens of Kronos.",,News Online Today,,,
03/12/2009 0:00:00,,Activist Leader Karel Arrested for Tax Evasion,,"ABILA, Kronos - Kronos police arrested Elian Karel today on charges of tax evasion.  Karel, the leader of the activist group ""Protectors of Kronos"", was conducting a meeting with his supporters when he was arrested.  Karel tried to make light of the situation, but his followers were clearly concerned about the seriousness of the charges leveled against him.  Karel's lawyer, Michale Kraft, released a statement declaring that the charges against his client were false and that he hoped to have Karel released from police custody by week's end.  In response to Kraft's statement, Police spokesman Adrien Carman said, ""I think Mr. Kraft has underestimated the seriousness of his client's situation.""  It is clear that Elian Karel, who professes to have the interests of the people of Kronos at heart, must explain to us why he refuses to contribute to the welfare of his nation.",,Kronos Star,,,
07/04/1999 0:00:00,,"Minister Nespola Champions Added Taxes on Oil, Gas Development",,"ABILA, Kronos - Minister of Health Cesare Nespola announced that he would sponsor a bill to increase taxes on oil and gas development by an additional 10%.  The raise in taxes on foreign gas and oil development is earmarked specifically for health care, clean water projects, and health education for rural areas.  Minster Nespola has long been a strong advocate of the health and well-being of our citizens, and his support for this measure adds to a long list of the actions he has undertaken on our behalf.  Last year, Minister Nespola created a program of financial incentives designed to bring qualified physicians to practice medicine in Abila.",,International News,,,
01/21/2014 0:00:00,,RANSOM DEMANDS MADE IN THE KIDNAPPING OF GASTECH,,"ABILA, Kronos - the guards of Kronos took not only the responsability for the kidnapping of the international employees of GAStech, but also made a ransom demand of $20M starting from the president and PRESIDENT Sten Sanjorge, Jr.

As reported yesterday, one speculated it that Sanjorge, Jr. was the target of kidnapping; however, Sanjorge, Jr. is sure back in Tethys.",,The Light of Truth,,,
11/15/1998 0:00:00,,HEALTH FOR ALL BREATHS (WFA) GASTECH AND GOVERNMENT OF KRONOS,,"ABILA, Kronos - the group in good health of conscience of water, health for all (WFA), condemned international GAStech and the government of Kronos. The report/ratio of WFA claims the widespread subsoil water contamination, a lack of with proportioned safeguards, requests for cleaning being ignored and no inadvertency of government.

The government of Kronos, once come into contact, refused to comment on.",,The Light of Truth,,,
01/21/2014 0:00:00,,RANSOM DEMANDS MADE IN GASTECH KIDNAPPING,,"ABILA, Kronos - The Protectors of Kronos have not only taken responsibility for the kidnapping of GAStech International employees, but have also made a ransom demand of $20M from the President and CEO Sten Sanjorge, Jr.

As reported yesterday, it was speculated that Sanjorge, Jr. was the target of the kidnapping; however, Sanjorge, Jr. is safe back in Tethys.",,The World,,,
07/08/1996 0:00:00,,GASTECH CHANGES OF POSITION THE CENTER TO KRONOS,,"CENTER, Tethys - international GAStech has changed of position its center of Tethys to the small Mediterranean island of Kronos and to the extensive deposits of the gas underneath the Earth.

The recent loads of contamination of the underground water against international GAStech and that tightens environmental regulations lead by the inner minister of Tethan, Ivar Blanes, certainly game in the center that it changes of position.",,The General Post,,,
05/17/2009 0:00:00,,GASTECH ADOPTS NEW STANDARD,,"CENTER, Tethys - with president and international CEO Sten Sanjorge de GAStech of great fanfarria, the Jr revealed the new standard of the company, leaves from the process rebranding of the company.

During the press conference Sanjorge, ray of the new standard - a blue flame of the Jr of the tri-part that is evocative of a leaf ""to help to the GAStech position and its products as alternative clean of the fuel."" It also talked about that the flame of the tri-part represents last, the present one, and the future of the company in that keeping ""an eye in the past that we know where we came - from our humble principles; an eye in the future we will know where we go - our success that comes; and both feet planted in the present we will be proactivates in always-changing, competitive industry.""",,The General Post,,,
01/20/2014 0:00:00,,ON SCENE BLOG,,"20 the January 2014 930 - approximately 1000 that the morning reunion will conclude and CEO Sten Sanjorge, to the Jr. and to the executive group - Ingrid Barranca, live-Current of the Ada, the Strum di Orhan and Willem Vasco-Pais - they will continue to one sponsored reception government of Kronos.

With the public offer it begins them recent for international GAStech, the reporter they will ask that what these means for Abila and people for Kronos particularly in terms of reinvestimento in the creation of job and the infrastructure for people of Kronos. The additional filling will be supplied from the reception of government of Kronos for the direction of GAStech.",,Modern Rubicon,,,
01/20/2014 0:00:00,,VOICES - a blog approximately that what is important to people,,1356 - The means that the taken ones has marked GAStech-Tethys have confirmed a sure number of employ you of GAStech lack. 20 gen. 2014,,Centrum Sentinel,,,
01/20/2014 0:00:00,,To break off itself: The emergency to GAStech quarters the construction [modernizations],,"Modernization, 10:50:  An employee of GAStech marks it that the fire fire signaler has been pulled in answer to a threat of the bomb.",,Tethys News,,,
12/16/2013 0:00:00,,BRAZEN DAY TIME ASSAULT BY POK,,"ABILA, Kronos - The brazen day time assault on two peace officers by the POK is just another violent, terroristic act in a long string of such acts. The two officers were left bloody and beaten, and tied up in the trunk of their vandalized vehicle.

Police spokesman Adrien Carman said of the attack, ""Assaulting a police officer and destroying government property are serious crimes. I want to assure the public that these men will be caught and brought to justice soon.""",,The Abila Post,,,
01/20/2014 0:00:00,,ON SCENE BLOG,,"MODERNIZATION 1235 - the voices abound potentially in the cares to the pictures lacking GAStech. Some suggest that the recently conferred executive group to has jumped the government reception in order to avoid the pressed one and of left to one disowned position of the resource in order to celebrate their recent unexpected good.

However, this voice does not explain the presence of the police neither it explains the search of the fire unit of the centers of GAStech.",,Modern Rubicon,,,
01/20/2014 0:00:00,,ON SCENE BLOG,,"MODERNIZATION 1035 - the fire unit of Abila has arrived on the scene approximately 10 minuteren ago and has begun to try the construction. Not there is no visible smoke, provoking restlessness of a real threat of the bomb.",,Modern Rubicon,,,
04/06/2005 0:00:00,,POK PROTESTS the END IN the ARRESTS,,"ELODIS, Kronos - fifteen members of the guards of the organization of activist of Kronos (POK) were stopped by the federal police force of Kronos following yesterday a conflict to the doors of the service of GAStech of curve of Tiskele.

The protesters arrived before the paddle at the arms of lock and the traffic of halt therefore and writing service.  In local weather of 8 AM, the traffic had the support on the two sides of the doors.  Balancing, the protesters sang well known songs of protest, including ""this is our ground"", ""songs of the farmer"" and ""the tisserands of our fatherland""",,The Orb,,,
06/21/2013 0:00:00,,KAREL DEATH ANNIVERSARY,,"ABILA, Kronos - Yesterday, as they have each June 19th for the past three years supporters of Protectors of Kronos rallied demanding much the same as they have in the past fourteen years:  an end to the corruption of the Kronos government officials and the cleanup of the toxic waste dump that has become the Tiskele River near Elodis.  The most dangerous item in their hands was a picture of a sweet-faced ten year dead old girl - Juliana Vann who died in 1998 of cancer caused by the benzene in her drinking water.",,News Online Today,,,
01/20/2014 0:00:00,,ON THE SCENE BLOG,,"930 20 January 2014 - This is Haneson Ngohebo here at the GAStech - Kronos headquarters live blogging the annual GAStech International meeting. At roughly 1000 the morning meeting will end and CEO Sten Sanjorge, Jr. and the executive group - Ingrid Barranco, Ada Campo-Corrente, Orhan Strum, and Willem Vasco-Pais - will proceed to a Kronos Government sponsored reception.

With the recent Initial Public Offering for GAStech International, the On the Scene Blog will be asking what this means for Abila and the people of Kronos especially in terms of reinvestment in infrastructure and job creation for the people of Kronos.",,The Abila Post,,,
12/13/1992 0:00:00,,THE KRONOS GOVERNMENT PLANS TAX BREAKAGE TO ANIMATE THE FOREIGN INVESTMENT,,"AVILA, Kronos - the government of Kronos is planning at the moment some of the more abundant breakage of tax of the world for the investments of the gas. This will help to create the ""cheap energy"" that can give to the developing country a competitive advantage and a leg for above in the push of the government modernizing.

Whereas the countries of the high-rent of Europe and the United States compete with taking advantage of to exist and the potential deposits of the gas, Kronos is gliding to provide incentives such as reduction of corporative and individual tax, preferential tariffs, and derogations of regulations as well as cheap, but of the force of impatient work.",,The General Post,,,
03/12/2009 0:00:00,,Activist Leader Karel Arrested for Tax Evasion,,"ABILA, Kronos - Kronos police arrested Elian Karel today on charges of tax evasion.  Karel, the leader of the activist group ""Protectors of Kronos"", was conducting a meeting with his supporters when he was arrested.  Karel's lawyer, Michale Kraft, released a statement declaring that the charges against his client were false and that he hoped to have Karel released from police custody by week's end.  It is clear that Elian Karel, who professes to have the interests of the people of Kronos at heart, must explain to us why he refuses to contribute to the welfare of his nation.",,International News,,,
02/19/2009 0:00:00,,The protest of POK in GAStech establishes headquarters of ends in haltings,,"ABILA, Kronos - the protectors of the meeting of Kronos (POK) in front of the district headquarterses of GAStech in Abila arrested to the dozens of demonstrators taking care of to violate this morning.  The POK meeting was thought to draw the attention to its demands of the environmental damage that was caused by the development of the deposits of the gas and petroleum around Kronos by foreign corporations like GAStech.  Near two hundred people they collected in front of the samples of the mottos and shaking singing of the building of GAStech that maintained visages of the people who alleged have died due to the contamination of environment.  Ten of protestors were chained to the doors of the building in an attempt to avoid that the employees of GAStech go to the work.

To clean to Carman de Adrien of spokesman said, ""not we prohibited to group certain latitude with his meeting, but that when GAStech complained which protestors blocked the entrance to their building, we had to take the action.  The last thing that we wished to happen was so that an employee of GAStech obtains damage of the right crowd because he tried to go to work.""",,The Guide,,,
01/20/2014 0:00:00,,To break off itself: The emergency to GAStech quarters the construction [modernizations],,"Modernization, 5:30 PM:  We have several relationships from employs you of GAStech that confirm a kidnapping have happened, but currently not are the information on who was implied.  The unofficial relationships from the police indicate that they believe that the protections of Kronos (POK) are behind the kidnapping and that they have asked the attendance for government with the search.  We have not received the information in a position to confirming the role of the POK in this kidnapping declared, but we notice that they are develops to you more and more violent in these last 5 years.",,Tethys News,,,
11/24/2011 0:00:00,,ARREST BLOTTER OF THE POLICE FORCE KRONOS - ABILA,,"AWELON, CYNTHE/DOB: 3/20/1981/Time of arrest: 0003 accused u/van: THE UNIT OF THE DRUG

BLUMIAU, WILLEM/DOB: 2/15/1995/Time of arrest: 2215 accused u/van: POSSESSION OF CHECKED SUBSTANCE (HASHISH); FOREIGN GUARANTEE",,News Desk,,,
09/23/1994 0:00:00,,GASTECH'S EXPANSION REACHES THE SHORES OF KRONOS,,"ABILA, Kronos - The groundbreaking today at the Tiskele Bend site marks another flag planted in foreign soil by GAStech International. Sten Sanjorge Jr.'s international expansion has been the hallmark of his brief tenure at the helm following his father's death in February of this year.

""Today is great day for the People of Kronos. With the jobs, and the cheaper and cleaner fuel provided by GAStech you can begin to live the lives you deserve.""",,The World,,,
11/12/2012 0:00:00,,THE DEMONSTRATION ATTRACTS THOUSANDS IN SPITE OF RAIN,,"ABILA, Kronos - a strong rain did not stop thousands of citizens ensuring their voices was heard last Wednesday.

An open microphone was established in the communal grounds of city with loudspeakers established around the sector.  The Chief Silvia Marek of POK opened to the assembly with a speech short informant that the requests of the citizens of Kronos are unnegotiable, and the civils servant of the government immediately must and without reserve to institute a programme of responsibility for government, provided of personnel with people elected by a international-supervised voice of the citizens of Kronos, and will be responsible for the inadvertency of the moneys of taxpayer.",,The Orb,,,
01/20/2014 0:00:00,,VOICES - a blog approximately that what is important to people,,1837 - Are relationships not confirmed that it employs you to it of GAStech have been robs to you.  The means taken ones is speculating that their wealth newfound could supply a reason.  Perhaps someone would have to characterize the suppliers from the first executive breakfast?  20 gen. 2014,,Centrum Sentinel,,,
01/20/2014 0:00:00,,VOICES - a blog about what is important to the people,,1802 - Homeland Illumination correspondent Petrus Gerhard reports that a second private jet left the Abila airport just hours ago.  The identity of the passengers is unknown. 20 Jan 2014,,Homeland Illumination,,,
11/12/2012 0:00:00,,DEMONSTRATION ATTRACTS THOUSANDS IN SPITE OF RAIN,,"ABILA, Kronos - a heavy rain loved no thousands of citizens insuring against their votes previous Wednesday was heard.

An open microphone was set up in the town lower house with participants set up around the area.  POK the LEADER Silvia Marek opened the assembly who explains with a short speech that the requirements of the citizens of Kronos are not-negotiable, and the civil servants of the government must a programme immediately and unconditionally establish of the government duty of responsibility that it is manned with persons who by internationaal-gecontroleerde are preferred a voice of citizens Kronos, and responsibly for carelessness of taxpayer money will be.",,The Wrap,,,
01/20/2014 0:00:00,,VOICES - a blog approximately that what is important to people,,"1025 - The construction is cercanda the signs of difficulty from the fire unit.  Not it has been confirmation of a threat of the bomb, but I have not seen one squad of the bomb to appear. 20 gen. 2014",,Centrum Sentinel,,,
01/20/2014 0:00:00,,Breaking: Emergency at GAStech Headquarters Building [Updates],,"Update, 7:40 PM:  Carman informed the press that police do not believe the missing people have left the island of Kronos.",,Kronos Star,,,
12/16/2013 0:00:00,,HUGE IPO MAKES SANJORGE BILLIONAIRE,,"CENTRUM, Tethys - President and CEO of GAStech International Sten Sanjorge, Jr. The filings show that the GAStech - Kronos executives earned a collective $327.25 million from the newly vested shares including $96.25 million each for CFO Ingrid Barranco, CIO Ada Campo-Corrente, and COO Orhan Strum.",,News Online Today,,,
01/20/2014 0:00:00,,VOICES - a blog about what is important to the people,,1837 - There are unconfirmed reports that the GAStech employees were kidnapped.  Media outlets are speculating that their newfound wealth might provide a motive.  Perhaps someone should locate the caterers from the executive breakfast?  20 Jan 2014,,Homeland Illumination,,,
11/13/2013 0:00:00,,The protests of Kronos break out in violence,,"The journalist Shawn Pastorini says to the lack of respect the protests of fuel foresees

<< remain the reading most important tale >>",,The Continent,,,
